country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2014,79.20776042692931,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2015,78.07367564272238,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2016,76.67215056000771,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2017,75.27062547729338,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2018,73.86910039457871,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2019,72.46757531186438,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2020,71.06605022914971,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2021,69.66452514643527,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2022,68.26300006372071,Total,,%,,,,Total
Uganda,UG,UGA,800,Proportion of health care facilities with limited hygiene services,2023,67.33212916819843,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with limited hygiene services,2016,34.5912,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with limited hygiene services,2017,34.5912,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with limited hygiene services,2018,34.5912,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with limited hygiene services,2019,34.5912,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with limited hygiene services,2020,34.5912,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with limited hygiene services,2021,34.5912,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with limited hygiene services,2022,34.5912,Total,,%,,,,Total
Vanuatu,VU,VUT,548,Proportion of health care facilities with limited hygiene services,2023,34.5912,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with limited hygiene services,2014,32,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with limited hygiene services,2015,32,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with limited hygiene services,2016,32,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with limited hygiene services,2017,32,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with limited hygiene services,2018,32,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with limited hygiene services,2019,32,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with limited hygiene services,2020,32,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with limited hygiene services,2021,32,Total,,%,,,,Total
Zimbabwe,ZW,ZWE,716,Proportion of health care facilities with limited hygiene services,2022,32,Total,,%,,,,Total
